Time_s,GT_Amplitude,Measured_Amplitude,Frequency_Hz,GT_PSD_dBHz,Measured_PSD_dBHz
0.697,0.0323743623099621,-0.614237929782091,340.33203125,-77.4522775410242,-124.198681518175
0.698,0.0251399801626977,-0.623728932738939,340.8203125,-80.6905437189022,-123.591901497077
0.699,0.0216809651212719,-0.523303870390516,341.30859375,-81.6911419665861,-123.782408815819
0.7,0.0226567720835805,-0.337836199077153,341.796875,-74.265892751102,-124.46004226591
0.701,0.0259718636524445,-0.116591062956537,342.28515625,-74.0858773318236,-124.337404221373
0.702,0.0275134040889109,0.0824491275537556,342.7734375,-76.0086011097329,-123.687329098081
0.703,0.0227630659036718,0.211499481231307,343.26171875,-76.7698255134958,-123.737670362267
0.704,0.00876776223339389,0.247963272408358,343.75,-75.9892400385111,-124.418929890106
0.705,-0.0142776150671322,0.200160853654463,344.23828125,-76.0981219276012,-124.461969995681
0.706,-0.0425228635114998,0.10231965104914,344.7265625,-76.5992445053318,-123.799335725478
0.707,-0.0693364866695935,0.00131490070329179,345.21484375,-75.2477162173449,-123.710717784037
0.708,-0.0873432088941457,-0.0596505391626567,345.703125,-75.8058699675534,-124.361282897028
0.709,-0.0909676801098067,-0.0545684172606556,346.19140625,-74.5657221173216,-124.564172023484
0.71,-0.0785940427365726,0.0188329207278661,346.6796875,-73.2629471968865,-123.926688456837
0.711,-0.0534754096481183,0.140592599008809,347.16796875,-73.8389640716391,-123.702979402535
0.712,-0.0228685552290879,0.276460734327429,347.65625,-76.1212138100551,-124.292526099355
0.713,0.00446883680633359,0.389286910711141,348.14453125,-77.0936401851879,-124.642782860479
0.714,0.02150534628288,0.450136822107861,348.6328125,-77.9331870699754,-124.063753426917
0.715,0.0255089598230804,0.445342339769862,349.12109375,-78.8694200065525,-123.716400974486
0.716,0.0187983703332151,0.3772858667736,349.609375,-78.5880042786731,-124.218752043734
0.717,0.00735296752168026,0.259861846536465,350.09765625,-76.5824517011707,-124.693674448947
0.718,-0.00202728461630708,0.112131725142286,350.5859375,-76.1913936415082,-124.207005217297
0.719,-0.00470243114461917,-0.0462989875956252,351.07421875,-74.9401224948818,-123.750808714484
0.72,-2.93524725267314e-05,-0.196965863975892,351.5625,-74.8219735020919,-124.146367205998
0.721,0.0086743060118228,-0.3225872618408,352.05078125,-76.9627795732881,-124.716439964835
0.722,0.0159700800120399,-0.407552787122509,352.5390625,-80.5052919440335,-124.350608053401
0.723,0.0171204645032096,-0.439883912273052,353.02734375,-82.4845113277713,-123.806761134563
0.724,0.0106237856863526,-0.414079630358997,353.515625,-82.4011461158282,-124.08000211089
0.725,-0.000728969063865323,-0.333431651154835,354.00390625,-82.3678020699698,-124.712527100305
0.726,-0.0108226054682388,-0.210597096454034,354.4921875,-81.6573025545986,-124.489088986308
0.727,-0.0128193239000107,-0.0658511957206996,354.98046875,-80.3936348177042,-123.882970503611
0.728,-0.00225701102505553,0.0768632562108458,355.46875,-77.3185786928892,-124.024246498437
0.729,0.0206639429728169,0.195109845029971,355.95703125,-76.0882320642212,-124.684414755963
0.73,0.0505160143442082,0.272606926438019,356.4453125,-76.8607202141118,-124.616341437947
0.731,0.0780506807604832,0.301733998599481,356.93359375,-78.6341910712411,-123.97793467152
0.732,0.0931816539387922,0.28348564164385,357.421875,-78.8250806658042,-123.983216376574
0.733,0.088624889845025,0.225741351060728,357.91015625,-81.0960520702968,-124.636483793319
0.734,0.0629217272915677,0.141102087759589,358.3984375,-81.4847075417189,-124.727320503951
0.735,0.0215862850026971,0.0450669694800233,358.88671875,-80.6421472074966,-124.088761670987
0.736,-0.0243062317087986,-0.0455138215719662,359.375,-79.4255909235795,-123.959724993658
0.737,-0.0617574181548928,-0.114547248372375,359.86328125,-77.2839831487148,-124.573607647533
0.738,-0.0803926238387721,-0.150262841988093,360.3515625,-80.1312794289702,-124.816982458496
0.739,-0.0761556390196551,-0.14987931815679,360.83984375,-77.757414280941,-124.212745395154
0.74,-0.0527063780841178,-0.123078073245142,361.328125,-75.7101836033574,-123.955230908122
0.741,-0.0200075520086471,-0.0911661459279856,361.81640625,-76.2025900892138,-124.50236901695
0.742,0.00928363061871072,-0.0802993643009757,362.3046875,-79.8369264555569,-124.881869900039
0.743,0.0241719379273926,-0.110328146281797,362.79296875,-80.5786525946471,-124.34530091354
0.744,0.0188038919772698,-0.18386934374646,363.28125,-82.5340934471325,-123.971409307723
0.745,-0.00604266994337106,-0.281232391454163,363.76953125,-80.5910229101393,-124.428004082319
0.746,-0.0436652636029164,-0.364933441567371,364.2578125,-80.9370386071804,-124.919835420932
0.747,-0.0837156009618006,-0.393234011648312,364.74609375,-81.1344030797222,-124.481975907099
0.748,-0.115065273076887,-0.337361231367154,365.234375,-80.8907256802134,-124.008470636522
0.749,-0.128441231422144,-0.194530821897392,365.72265625,-79.8680670167487,-124.356203040697
0.75,-0.118420046271558,0.00944556751281789,366.2109375,-82.4268630448611,-124.930916011248
0.751,-0.0846420460837493,0.228955979143693,366.69921875,-80.9411940363232,-124.617354894841
0.752,-0.0321186574692797,0.41420529322451,367.1875,-80.0248269102604,-124.066040989656
0.753,0.029557011924778,0.526627081050668,367.67578125,-81.7666220222675,-124.291842304024
0.754,0.088165415430007,0.548666992328994,368.1640625,-81.8983728881674,-124.916630372355
0.755,0.131690748085403,0.486094966280067,368.65234375,-81.4400344664582,-124.745728692913
0.756,0.15133140287225,0.363761599459864,369.140625,-79.7537857279636,-124.143262742383
0.757,0.14379804696979,0.216706970166875,369.62890625,-77.6565139270787,-124.238877716159
0.758,0.112135459361066,0.0789080581775264,370.1171875,-77.5606008203274,-124.880321458286
0.759,0.0647340105386444,-0.0271669702135981,370.60546875,-79.1460238683236,-124.861862212789
0.76,0.0128017335492457,-0.0963302999593827,371.09375,-82.6940608772565,-124.237637995724
0.761,-0.0328569374530046,-0.139005395966295,371.58203125,-79.3571469596438,-124.201077228475
0.762,-0.0646163312849633,-0.172528830080574,372.0703125,-79.0990426996817,-124.826117458519
0.763,-0.0794059360703196,-0.209453502274436,372.55859375,-80.2827618200656,-124.960622730045
0.764,-0.0783843587762059,-0.248802224988266,373.046875,-84.6575043148884,-124.346898862656
0.765,-0.0653901512580437,-0.275126818945342,373.53515625,-87.2850250163995,-124.180578270562
0.766,-0.0450988329365745,-0.266320900555605,374.0234375,-83.007525781902,-124.759525974269
0.767,-0.0216967029509766,-0.206369755766306,374.51171875,-82.8667264264409,-125.037701556278
0.768,0.00162210832618932,-0.0963303407486329,375,-84.044045964174,-124.4673719206
0.769,0.0225196322357627,0.0425221126677449,375.48828125,-84.3887255001698,-124.179399778053
0.77,0.0391416398968587,0.175562791487956,375.9765625,-81.7791802395495,-124.686117142802
0.771,0.0498713281771993,0.268657527590984,376.46484375,-79.5490683590705,-125.090004482794
0.772,0.0534056517030038,0.302137304581476,376.953125,-79.3163598538515,-124.595020337439
0.773,0.0491365430729815,0.278024088752637,377.44140625,-80.7398863294367,-124.198394290489
0.774,0.0376053483311875,0.217379850572683,377.9296875,-81.7098096619342,-124.611347119497
0.775,0.0206957014432319,0.149672677536599,378.41796875,-82.3547990645134,-125.116189978035
0.776,0.00133852379614522,0.0993295889719217,378.90625,-80.9629743722434,-124.725052625636
0.777,-0.0172326328907912,0.0751099381644953,379.39453125,-82.8827371203471,-124.23774245847
0.778,-0.0323990243412284,0.0664386659819548,379.8828125,-82.5558285705986,-124.540425288364
0.779,-0.0428878881400311,0.048263185222526,380.37109375,-80.1734101645474,-125.116609073064
0.78,-0.0490280253685866,-0.00728910839394098,380.859375,-81.1072668077407,-124.852229736561
0.781,-0.0523936801277663,-0.117159624452946,381.34765625,-80.3262448814964,-124.296799758428
0.782,-0.0548974885293317,-0.277250979075022,381.8359375,-80.9144474107419,-124.477931383348
0.783,-0.0576275903336454,-0.460115985616871,382.32421875,-85.030157234602,-125.093234180756
0.784,-0.0599350205844753,-0.621454774380741,382.8125,-81.7939564148037,-124.971188044241
0.785,-0.0592964409118819,-0.713325300146077,383.30078125,-82.361320376525,-124.374297672395
0.786,-0.0521704053539959,-0.699760914756894,383.7890625,-84.707209453252,-124.427623848155
0.787,-0.0355546993330682,-0.569516777264283,384.27734375,-82.7972961278807,-125.049602367224
0.788,-0.00857389724026892,-0.341329202357254,384.765625,-79.7144452758813,-125.076610008225
0.789,0.0265866130986299,-0.0594492954578232,385.25390625,-78.6520974785815,-124.46804721295
0.79,0.0647958145192912,0.219292289261635,385.7421875,-80.6918236693468,-124.392698972909
0.791,0.099164640957294,0.442217861395706,386.23046875,-77.2549994216248,-124.990144788698
0.792,0.122994956014853,0.575035426878631,386.71875,-78.496659892135,-125.163819908788
0.793,0.131884051663439,0.608680203029617,387.20703125,-79.4931219139919,-124.575236203025
0.794,0.125177986644872,0.557555009855383,387.6953125,-80.7717134513395,-124.375346624021
0.795,0.106050347401275,0.451514858940761,388.18359375,-81.4246566415531,-124.920197874813
0.796,0.0799860871223548,0.325495542070176,388.671875,-82.6398747327924,-125.228983747554
0.797,0.0522082866352634,0.210126726154224,389.16015625,-86.224720774508,-124.692266346886
0.798,0.0251793037576004,0.125103711183118,389.6484375,-85.8272319671761,-124.377087128888
0.799,-0.00261502998471083,0.0758421883778849,390.13671875,-84.2230462929815,-124.845071529307
0.8,-0.0358729264457609,0.0536974685580292,390.625,-78.1240061554879,-125.269640721378
0.801,-0.0797688856264211,0.040234361353881,391.11328125,-80.5899207954352,-124.814965004251
0.802,-0.136255515589147,0.0153014986640544,391.6015625,-80.5365103097916,-124.398604719185
0.803,-0.200858713307825,-0.0334547825304406,392.08984375,-80.7184444387804,-124.770123062076
0.804,-0.261524768126288,-0.103867306844056,392.578125,-78.8911435832849,-125.284909163589
0.805,-0.300548686510378,-0.178926322480429,393.06640625,-79.5866648799117,-124.938511032821
0.806,-0.299533189946206,-0.233213176852834,393.5546875,-82.6531706464715,-124.439866533994
0.807,-0.246019632030927,-0.242940917982873,394.04296875,-84.9557461685973,-124.700181937563
0.808,-0.139432451568152,-0.195224246060779,394.53125,-79.7243937832442,-125.275584343945
0.809,0.00618378385430049,-0.0934505370798138,395.01953125,-81.8683963181834,-125.057733526628
0.81,0.164228522716206,0.0423887763710328,395.5078125,-82.3434603630118,-124.500113304259
0.811,0.302218175681555,0.180175428929014,395.99609375,-82.7860785957162,-124.639528960234
0.812,0.390960868841616,0.283893568812631,396.484375,-78.6264057118682,-125.244025250638
0.813,0.412997580002312,0.323785866070396,396.97265625,-78.8092598038684,-125.167420418862
0.814,0.367301633877385,0.285885402057505,397.4609375,-78.7888869725433,-124.577781079711
0.815,0.26869720271128,0.17795333325889,397.94921875,-80.0108635115709,-124.591723142124
0.816,0.142475210391754,0.0290741549454578,398.4375,-81.622336608017,-125.193889113785
0.817,0.016378418095188,-0.11840941760547,398.92578125,-80.8474790493584,-125.262572198674
0.818,-0.0871568575919263,-0.223030222016029,399.4140625,-80.5278919373237,-124.670629883271
0.819,-0.156048537188015,-0.25953269565209,399.90234375,-78.7494805254113,-124.559536398885
0.82,-0.189694784966904,-0.229053089426529,400.390625,-79.3556411511289,-125.129801416268
0.821,-0.196409055498595,-0.159340880045726,400.87890625,-79.8712694043941,-125.338818241874
0.822,-0.188512369445309,-0.0941848662673559,401.3671875,-78.5099189350826,-124.77564572666
0.823,-0.176978668451108,-0.0757556391124596,401.85546875,-77.7220589058616,-124.545010506769
0.824,-0.167480337663212,-0.126739718919814,402.34375,-77.1745739084915,-125.056879902021
0.825,-0.159089749150249,-0.239577034111159,402.83203125,-82.7087190467408,-125.392833197186
0.826,-0.145893011725483,-0.377568382645183,403.3203125,-84.3550088991908,-124.889150808574
0.827,-0.12066460589464,-0.48794666550005,403.80859375,-83.8948427182274,-124.54939103548
0.828,-0.0789636318197018,-0.521962650607888,404.296875,-81.1243915785829,-124.980393169433
0.829,-0.0218989129548305,-0.453880143644722,404.78515625,-83.8759556818547,-125.422621601008
0.83,0.0435482792861498,-0.29120507197942,405.2734375,-81.4322370956783,-125.00686439546
0.831,0.106636112677897,-0.0723576635641235,405.76171875,-83.7851274057649,-124.573171784816
0.832,0.156348074254023,0.14671136331614,406.25,-84.8342483129595,-124.905385539914
0.833,0.184730738260668,0.311359853985076,406.73828125,-80.6035569628205,-125.427786749187
0.834,0.188865236032929,0.385658449462307,407.2265625,-81.8114433632365,-125.123982388601
0.835,0.171039762034112,0.362912719913258,407.71484375,-82.345477799545,-124.616133066861
0.836,0.137449949498863,0.266630657134775,408.203125,-84.0708898941615,-124.836456084923
0.837,0.0961282166934973,0.142034474539509,408.69140625,-81.1777992892932,-125.409511805325
0.838,0.0547800572537991,0.0406922607895034,409.1796875,-80.045463455285,-125.235454509972
0.839,0.0190180902603049,0.00303622459749201,409.66796875,-80.2828472508733,-124.677291443309
0.84,-0.00865614255746967,0.0446768251202986,410.15625,-82.1600670037043,-124.777592624391
0.841,-0.0288605158945964,0.151475485828216,410.64453125,-82.6605485491526,-125.37046354015
0.842,-0.0442473873306965,0.285251385595314,411.1328125,-84.4462729717565,-125.33620116182
0.843,-0.0576077583336341,0.397947711858085,411.62109375,-85.055576804328,-124.754961280662
0.844,-0.0698970930302767,0.448763517918036,412.109375,-83.5541830565121,-124.732081664267
0.845,-0.0791575801055365,0.417714269272417,412.59765625,-81.5530221729983,-125.314476204966
0.846,-0.0810565003004134,0.310987558846042,413.0859375,-80.1068727616421,-125.42149382001
0.847,-0.0710018312041133,0.157263415379512,413.57421875,-80.6242369158042,-124.846724963898
0.848,-0.0469206914327702,-0.00245188988891237,414.0625,-80.4079759126533,-124.702462651699
0.849,-0.0113333482021681,-0.127547715628103,414.55078125,-79.7001363284192,-125.246193764214
0.85,0.0283770376182429,-0.189442606939101,415.0390625,-80.6277096931451,-125.487340366468
0.851,0.0617523356565121,-0.179342767794106,415.52734375,-83.0951665564548,-124.949454459441
0.852,0.078402355256891,-0.110322186788485,416.015625,-83.450264352363,-124.690524750131
0.853,0.0712398075570929,-0.0131842935121569,416.50390625,-86.9656172907964,-125.170666946822
0.854,0.0386235482714025,0.0728692785622851,416.9921875,-79.2731395094639,-125.53083050112
0.855,-0.0151911078222599,0.112212973019366,417.48046875,-78.7638620630081,-125.059377005498
0.856,-0.0811817716041148,0.0838784946942232,417.96875,-81.6641929845326,-124.69730278578
0.857,-0.147664954760781,-0.0117704110791997,418.45703125,-85.5700855426126,-125.092993386032
0.858,-0.202679176971559,-0.152969785770467,418.9453125,-81.767568187872,-125.550440474581
0.859,-0.23615582952334,-0.303004163851041,419.43359375,-84.6291395866638,-125.172138515389
0.86,-0.241625953769195,-0.420833010775423,419.921875,-86.2157084469894,-124.72310926566
0.861,-0.217254779164066,-0.472357509718751,420.41015625,-88.7325915614419,-125.018002355923
0.862,-0.16592686576913,-0.438970430794294,420.8984375,-82.972431635097,-125.546184764087
0.863,-0.0942175276043143,-0.321372309806899,421.38671875,-85.4386374950778,-125.282968886991
0.864,-0.010503862724716,-0.13859055594847,421.875,-87.9589812780604,-124.767524024576
0.865,0.0770663987738059,0.0763180148355074,422.36328125,-86.6890461197437,-124.950044416165
0.866,0.161904216842502,0.282255611720903,422.8515625,-87.2483490901106,-125.519625089353
0.867,0.239102309145865,0.437140498164794,423.33984375,-85.1004965524405,-125.386885729712
0.868,0.30445590100132,0.506053491549157,423.828125,-84.9110862154183,-124.829409520227
0.869,0.353062253002593,0.469721043474971,424.31640625,-83.7949472430876,-124.892856361151
0.87,0.378478069452579,0.331058189722532,424.8046875,-81.9937766140483,-125.473674478756
0.871,0.373259221270373,0.116824309735807,425.29296875,-85.3602199759715,-125.478996352634
0.872,0.331064700236972,-0.127550480265126,425.78125,-84.0338835921104,-124.906912461178
0.873,0.24960630925709,-0.349678091354342,426.26953125,-85.7329526764397,-124.849476693048
0.874,0.133062520078379,-0.50551498308522,426.7578125,-81.4016569748368,-125.412308967687
0.875,-0.00736033978636602,-0.572980882045408,427.24609375,-86.2267343999727,-125.554843290756
0.876,-0.155169398764663,-0.557940969413602,427.734375,-84.4373667048834,-124.997473935498
0.877,-0.291923872284128,-0.489003365300223,428.22265625,-83.7002368290957,-124.82221320027
0.878,-0.400781360236212,-0.402770953690116,428.7109375,-81.4633782669786,-125.340192438473
0.879,-0.469029217682361,-0.32632662411533,429.19921875,-82.2844548501119,-125.610775238565
0.88,-0.489129313281937,-0.2654138001098,429.6875,-82.3147682496923,-125.09785199418
0.881,-0.458566355488706,-0.203858228066157,430.17578125,-83.2992364882061,-124.812640646486
0.882,-0.379193214740231,-0.114161592984092,430.6640625,-83.436283813635,-125.262293078716
0.883,-0.256782246714679,0.025950970558857,431.15234375,-82.187189523489,-125.644293656011
0.884,-0.101213903796031,0.218690057826642,431.640625,-86.5942855744293,-125.204176465718
0.885,0.0727969803453067,0.43991656124395,432.12890625,-83.7742473569324,-124.821601613823
0.886,0.245232445453254,0.644768679911301,432.6171875,-82.4331646631076,-125.183547184334
0.887,0.391854398011508,0.783484794929106,433.10546875,-83.1977902889801,-125.654297482852
0.888,0.487869180431666,0.820824984386907,433.59375,-85.3374218811624,-125.312054042371
0.889,0.513941375703693,0.750292086496622,434.08203125,-85.7719579643796,-124.849218934869
0.89,0.462667396871627,0.596589819041497,434.5703125,-85.0935960551044,-125.108581907328
0.891,0.342713407727122,0.405485875877116,435.05859375,-84.4183157921847,-125.641203011584
0.892,0.178374091101333,0.226008769564029,435.546875,-85.2697756860255,-125.416724512532
0.893,0.00402014399335067,0.0925584146753255,436.03515625,-85.6453119629216,-124.894903346853
0.894,-0.14510519162311,0.0136521495238064,436.5234375,-85.0321348710667,-125.041524574257
0.895,-0.242787571372091,-0.0287983625193977,437.01171875,-79.2149936739871,-125.606889156294
0.896,-0.278991828004022,-0.0694205026033915,437.5,-81.2750233915873,-125.51330029333
0.897,-0.261572450886264,-0.142186914527062,437.98828125,-82.0097543890766,-124.957356051378
0.898,-0.211771140417031,-0.26280040382437,438.4765625,-83.3624936841369,-124.985878512168
0.899,-0.155192503535611,-0.417983036589552,438.96484375,-80.4892946926576,-125.554497563545
0.9,-0.111940371663566,-0.5666646373054,439.453125,-80.5111547314825,-125.597064853147
0.901,-0.0900587060461728,-0.65363203743019,439.94140625,-85.6965678119891,-125.034573240792
0.902,-0.0848874521451179,-0.631257372443255,440.4296875,-85.8159370358921,-124.94445737924
0.903,-0.0840561921032146,-0.481218921605782,440.91796875,-82.2432059098381,-125.488117767528
0.904,-0.0751543982543057,-0.227196365954116,441.40625,-81.9704559008685,-125.663824450321
0.905,-0.0521408364743221,0.0677519668739063,441.89453125,-81.6611748436811,-125.123858680612
0.906,-0.0177150038930803,0.31960865911995,442.3828125,-82.2272816992163,-124.919357917177
0.907,0.0187188307473702,0.45151643583545,442.87109375,-82.8805673922771,-125.412420564421
0.908,0.0457282935688875,0.421087346143279,443.359375,-80.7840949880203,-125.710267531438
0.909,0.0546477015375494,0.236178019284604,443.84765625,-83.856047782735,-125.221854108439
0.91,0.0426478455700213,-0.0472373299806525,444.3359375,-83.6631838021401,-124.911955132101
0.911,0.0135125956893813,-0.344278275110772,444.82421875,-82.3907669795664,-125.332293631413
0.912,-0.0235132196067537,-0.569898015674414,445.3125,-85.1736730419391,-125.734280033072
0.913,-0.0561564777125068,-0.666137464009918,445.80078125,-86.2209686352151,-125.324605225361
0.914,-0.0722227735234246,-0.617814515434297,446.2890625,-88.1445776386707,-124.922907847059
0.915,-0.0627679633958796,-0.451558717825606,446.77734375,-83.9423477128934,-125.252524975886
0.916,-0.0246549300495899,-0.220313010500235,447.265625,-85.9421182009589,-125.735159139918
0.917,0.0381325637763789,0.0185948143201297,447.75390625,-83.4631437386283,-125.42767569542
0.918,0.11480340803979,0.222167812126879,448.2421875,-86.0463744915599,-124.952166458819
0.919,0.189749145418508,0.370803584871991,448.73046875,-84.4404002785822,-125.177554652699
0.92,0.245927311552251,0.466569078380913,449.21875,-84.4414894844412,-125.713684587172
0.921,0.269023385965576,0.523913750601061,449.70703125,-89.4722948272295,-125.526325943141
0.922,0.251459818514722,0.558052302285095,450.1953125,-86.0194361906746,-124.998977240773
0.923,0.195145173418931,0.576053729735309,450.68359375,-85.0521815991797,-125.11130240507
0.924,0.111971468638591,0.573993464561831,451.171875,-87.564159264337,-125.672031408565
0.925,0.0215295488821718,0.540936605108221,451.66015625,-84.0389246122793,-125.615760188029
0.926,-0.0537274263485854,0.467592312451129,452.1484375,-85.7255497165877,-125.061885693126
0.927,-0.0947645981624539,0.355119866764025,452.63671875,-83.6287850653733,-125.057059927681
0.928,-0.0919260425068368,0.218938476295409,453.125,-84.4848098143738,-125.613542512329
0.929,-0.0487053296687562,0.0843612542323069,453.61328125,-82.8303014221255,-125.691437748935
0.93,0.0180282229842531,-0.0248836030917219,454.1015625,-85.5356241550766,-125.138741493652
0.931,0.0817697941913553,-0.0996754133900925,454.58984375,-87.5042050305222,-125.01743465131
0.932,0.113443382538428,-0.152532623313911,455.078125,-85.3031495089317,-125.542406040037
0.933,0.0901688034694011,-0.213368168219035,455.56640625,-86.8854267358856,-125.749422634655
0.934,0.00341409328036592,-0.314350052317881,456.0546875,-91.0475775380766,-125.226714135286
0.935,-0.13594824243834,-0.470335908994073,456.54296875,-93.1060911546629,-124.994327172708
0.936,-0.297613314887846,-0.664383236371063,457.03125,-87.47891966375,-125.463294405887
0.937,-0.43760079431842,-0.846098606161326,457.51953125,-85.1534694947939,-125.786729514138
0.938,-0.509071185889447,-0.945191499348687,458.0078125,-89.2704702763385,-125.322331408622
0.939,-0.475985743691326,-0.896251712045234,458.49609375,-86.0268741010402,-124.988927998228
0.94,-0.326110264493616,-0.665883984419592,458.984375,-83.1082843172242,-125.381017222973
0.941,-0.079145713689468,-0.271571294675187,459.47265625,-86.7131287885709,-125.801612319709
0.942,0.213773987557491,0.216026341372959,459.9609375,-88.1204313641765,-125.421555045069
0.943,0.480852504749112,0.689633679647216,460.44921875,-86.2069041354791,-125.001722100893
0.944,0.648765256565795,1.03568082667753,460.9375,-83.8694786932503,-125.300226156963
0.945,0.664598360147896,1.16770461492779,461.42578125,-87.7406567934904,-125.793742091771
0.946,0.513115036000901,1.05097276445273,461.9140625,-84.2690777447608,-125.519909137113
0.947,0.222946360128505,0.710246641105051,462.40234375,-88.4536860082162,-125.032494291346
0.948,-0.140858217716543,0.219586615125041,462.890625,-86.1704766829736,-125.225189206354
0.949,-0.49551357384557,-0.31999981548348,463.37890625,-82.7304928255099,-125.764238914156
0.95,-0.764020670670305,-0.805889498496159,463.8671875,-86.1988900886499,-125.612673208967
0.951,-0.895675896562378,-1.15443773667257,464.35546875,-85.5331332137,-125.080332320188
0.952,-0.877147001951919,-1.31339768508381,464.84375,-85.48415877412,-125.159635980914
0.953,-0.73123353138126,-1.26640733648512,465.33203125,-84.825217642169,-125.715550958648
0.954,-0.504692487264075,-1.03116055981006,465.8203125,-86.2199989018018,-125.695143456418
0.955,-0.250080924690775,-0.652659857546586,466.30859375,-89.9291034115904,-125.143629064935
0.956,-0.00835588546485844,-0.192743145828675,466.796875,-88.3480799874806,-125.10666385131
0.957,0.201574837718199,0.282241705099543,467.28515625,-84.7252299977459,-125.651205559124
0.958,0.382916192554677,0.71277645657745,467.7734375,-84.1467120019863,-125.762951568806
0.959,0.551352219558493,1.05383792337747,468.26171875,-88.2843681162856,-125.220088874516
0.96,0.720404574875772,1.27792949496825,468.75,-89.4734575339814,-125.06868977064
0.961,0.88861310546907,1.37460873003443,469.23828125,-82.9782128635991,-125.575479848239
0.962,1.03451276272413,1.34847509715532,469.7265625,-83.2682503782452,-125.812412660619
0.963,1.12182471242921,1.21681938545364,470.21484375,-83.6904516656206,-125.306747375129
0.964,1.11270494158233,1.00679023007232,470.703125,-85.4854097630621,-125.047431776319
0.965,0.983382864838973,0.751164508948375,471.19140625,-86.9651643123081,-125.493046455123
0.966,0.735507912382485,0.482118325139267,471.6796875,-83.2316327065548,-125.840857137304
0.967,0.398343921615263,0.223735424515525,472.16796875,-86.9025090586577,-125.40001727217
0.968,0.0208643870542528,-0.0141813061386111,472.65625,-85.6635061489826,-125.043906574882
0.969,-0.342851766959967,-0.237438529584946,473.14453125,-83.9170361388443,-125.408642663189
0.97,-0.648764365795903,-0.461618323837863,473.6328125,-87.0994586968139,-125.846892515613
0.971,-0.87254136663368,-0.700125127352086,474.12109375,-87.6296957135213,-125.495775099564
0.972,-1.01057963764091,-0.950742544136141,474.609375,-88.9213725634345,-125.058433073673
0.973,-1.07323369881883,-1.18712346924319,475.09765625,-86.2894707294024,-125.326795177836
0.974,-1.07443756591901,-1.36045758139002,475.5859375,-87.3535170821285,-125.830546260646
0.975,-1.02307816425217,-1.41253714006116,476.07421875,-86.1887882000043,-125.589503525222
0.976,-0.920080725811234,-1.29640273218991,476.5625,-88.5020026594856,-125.090635872837
0.977,-0.762058099170369,-0.997236687108473,477.05078125,-85.2916572654581,-125.251614103264
0.978,-0.54916996617009,-0.545611970277783,477.5390625,-86.9682114317254,-125.793260798575
0.979,-0.292922423998605,-0.0174376515929477,478.02734375,-85.1510519688397,-125.676499486726
0.98,-0.0196261643141178,0.480989034647643,478.515625,-91.4085968850206,-125.139446802193
0.981,0.232975265774159,0.839678099474836,479.00390625,-90.9789045121302,-125.186654484028
0.982,0.425440499622305,0.976138790646309,479.4921875,-84.0612884141493,-125.737741725628
0.983,0.529268985878671,0.861645296342293,479.98046875,-86.543769754846,-125.752148649697
0.984,0.537294441742313,0.533732248788406,480.46875,-88.4490513321819,-125.203106632047
0.985,0.467242297404233,0.0894408948964822,480.95703125,-90.0591253165542,-125.134834179864
0.986,0.356576486425083,-0.340484742712751,481.4453125,-86.8516689573046,-125.667689739196
0.987,0.250414052712281,-0.629467351470791,481.93359375,-89.4761108800843,-125.812251586189
0.988,0.187144337617753,-0.692797017111783,482.421875,-89.9740712318388,-125.279173086904
0.989,0.187146531224623,-0.512234565718345,482.91015625,-89.7988882407913,-125.098392813061
0.99,0.248406914445323,-0.139273895743943,483.3984375,-84.8548274686879,-125.587466048013
0.991,0.349756887516305,0.323307468675946,483.88671875,-85.9432705294491,-125.853369226334
0.992,0.459408705476946,0.754369973904436,484.375,-89.2469240634214,-125.364545125545
0.993,0.544876189339174,1.05003297059696,484.86328125,-87.3400985819939,-125.078876621439
0.994,0.580780843104779,1.15025067911783,485.3515625,-84.9191051965274,-125.501745068931
0.995,0.552861015186097,1.04902447148132,485.83984375,-89.2460524481931,-125.873139916546
0.996,0.458447226425508,0.787645878082192,486.328125,-87.8852039427636,-125.455516714854
0.997,0.304709319931373,0.436111917501277,486.81640625,-91.6416705627425,-125.077136580726
0.998,0.105979328855791,0.070355984108973,487.3046875,-85.7864932925309,-125.415198718741
0.999,-0.119026643753927,-0.247664798876802,487.79296875,-86.8110965195249,-125.870514623262
1,-0.349662359754574,-0.482115144468582,488.28125,-85.0812796553965,-125.54787511008
1.001,-0.56523252815174,-0.625440426640959,488.76953125,-86.320780057566,-125.093330816702
1.002,-0.746166249069857,-0.69145354683087,489.2578125,-88.0236180828315,-125.332239628706
1.003,-0.87458933147238,-0.70321170175784,489.74609375,-87.0191282748399,-125.845865448012
1.004,-0.93480219977303,-0.680945423719435,490.234375,-90.225770671839,-125.637057575991
1.005,-0.914471689675642,-0.634434134063825,490.72265625,-89.7906988854422,-125.12692633209
1.006,-0.807119093868817,-0.561791667215232,491.2109375,-86.6937327062987,-125.256832903536
1.007,-0.615590609591247,-0.45397991360352,491.69921875,-84.9781985844536,-125.800945409897
1.008,-0.355108630301822,-0.302377531838219,492.1875,-87.8660742955478,-125.718374947574
1.009,-0.0540403675427597,-0.105829693961004,492.67578125,-85.0372093552397,-125.176699105602
1.01,0.248848858079811,0.125662387647654,493.1640625,-85.4436255150581,-125.192372271069
