,,,,,,50-70,,70-90,,90-110,,110-130,
ECG RR interval,BCG RR interval,,Mean interval,Difference,,Accuracy,PCC,Accuracy,PCC,Accuracy,PCC,Accuracy,PCC
0.8,0.79,,0.795,0.01,,,,,,,,,
0.798,0.775,,0.7865,0.023,,,,,,,,,
0.802,0.785,,0.7935,0.017,,,,,,,,,
0.798,0.79,,0.794,0.008,,,,,,,,,
0.84,0.82,,0.83,0.02,,,,,,,,,
0.842,0.82,,0.831,0.022,,,,,,,,,
0.82,0.815,,0.8175,0.005,,,,,,,,,
0.838,0.81,,0.824,0.028,,,,,,,,,
0.822,0.82,,0.821,0.002,,,,,,,,,
0.82,0.795,,0.8075,0.025,,,,,,,,,
0.798,0.78,,0.789,0.018,,,,,,,,,
0.8,0.775,,0.7875,0.025,,,,,,,,,
0.762,0.765,,0.7635,-0.003,,,,,,,,,
0.8,0.78,,0.79,0.02,,,,,,,,,
0.8,0.77,,0.785,0.03,,,,,,,,,
0.798,0.8,,0.799,-0.002,,,,,,,,,
0.804,0.775,,0.7895,0.029,,,,,,,,,
0.798,0.79,,0.794,0.008,,,,,,,,,
0.8,0.79,,0.795,0.01,,,,,,,,,
0.778,0.76,,0.769,0.018,,,,,,,,,
0.782,0.78,,0.781,0.002,,,,,,,,,
0.778,0.76,,0.769,0.018,,,,,,,,,
0.762,0.76,,0.761,0.002,,,,,,,,,
0.802,0.77,,0.786,0.032,,,,,,,,,
0.794,0.775,,0.7845,0.019,,,,,,,,,
0.764,0.76,,0.762,0.004,,,,,,,,,
0.758,0.745,,0.7515,0.013,,,,,,,,,
0.76,0.75,,0.755,0.01,,,,,,,,,
0.762,0.73,,0.746,0.032,,,,,,,,,
0.74,0.735,,0.7375,0.005,,,,,,,,,
0.72,0.71,,0.715,0.01,,,,,,,,,
0.742,0.73,,0.736,0.012,,,,,,,,,
0.778,0.765,,0.7715,0.013,,,,,,,,,
0.82,0.79,,0.805,0.03,,,,,,,,,
0.82,0.815,,0.8175,0.005,,,,,,,,,
0.84,0.805,,0.8225,0.035,,,,,,,,,
0.822,0.815,,0.8185,0.007,,,,,,,,,
0.818,0.795,,0.8065,0.023,,,,,,,,,
0.78,0.77,,0.775,0.01,,,,,,,,,
0.782,0.77,,0.776,0.012,,,,,,,,,
0.776,0.76,,0.768,0.016,,,,,,,,,
0.76,0.755,,0.7575,0.005,,,,,,,,,
0.802,0.785,,0.7935,0.017,,,,,,,,,
0.82,0.785,,0.8025,0.035,,,,,,,,,
0.8,0.8,,0.8,0,,,,,,,,,
0.82,0.805,,0.8125,0.015,,,,,,,,,
0.822,0.8,,0.811,0.022,,,,,,,,,
0.82,0.805,,0.8125,0.015,,,,,,,,,
0.818,0.8,,0.809,0.018,,,,,,,,,
0.8,0.79,,0.795,0.01,,,,,,,,,
0.798,0.78,,0.789,0.018,,,,,,,,,
0.782,0.78,,0.781,0.002,,,,,,,,,
0.778,0.75,,0.764,0.028,,,,,,,,,
0.762,0.74,,0.751,0.022,,,,,,,,,
0.76,0.755,,0.7575,0.005,,,,,,,,,
0.74,0.73,,0.735,0.01,,,,,,,,,
0.74,0.715,,0.7275,0.025,,,,,,,,,
0.738,0.73,,0.734,0.008,,,,,,,,,
0.742,0.725,,0.7335,0.017,,,,,,,,,
0.778,0.765,,0.7715,0.013,,,,,,,,,
0.782,0.76,,0.771,0.022,,,,,,,,,
0.758,0.765,,0.7615,-0.007,,,,,,,,,
0.802,0.78,,0.791,0.022,,,,,,,,,
0.82,0.805,,0.8125,0.015,,,,,,,,,
0.82,0.78,,0.8,0.04,,,,,,,,,
0.798,0.805,,0.8015,-0.007,,,,,,,,,
0.802,0.775,,0.7885,0.027,,,,,,,,,
0.8,0.8,,0.8,0,,,,,,,,,
0.802,0.78,,0.791,0.022,,,,,,,,,
0.858,0.835,,0.8465,0.023,,,,,,,,,
0.86,0.845,,0.8525,0.015,,,,,,,,,
0.86,0.835,,0.8475,0.025,,,,,,,,,
0.84,0.825,,0.8325,0.015,,,,,,,,,
0.84,0.835,,0.8375,0.005,,,,,,,,,
0.838,0.825,,0.8315,0.013,,,,,,,,,
0.88,0.84,,0.86,0.04,,,,,,,,,
0.84,0.83,,0.835,0.01,,,,,,,,,
0.842,0.82,,0.831,0.022,,,,,,,,,
0.822,0.82,,0.821,0.002,,,,,,,,,
0.8,0.785,,0.7925,0.015,,,,,,,,,
0.818,0.795,,0.8065,0.023,,,,,,,,,
0.8,0.78,,0.79,0.02,,,,,,,,,
0.782,0.78,,0.781,0.002,,,,,,,,,
0.796,0.775,,0.7855,0.021,,,,,,,,,
0.804,0.795,,0.7995,0.009,,,,,,,,,
0.818,0.8,,0.809,0.018,,,,,,,,,
0.822,0.795,,0.8085,0.027,,,,,,,,,
0.798,0.785,,0.7915,0.013,,,,,,,,,
0.82,0.8,,0.81,0.02,,,,,,,,,
0.822,0.805,,0.8135,0.017,,,,,,,,,
0.8,0.78,,0.79,0.02,,,,,,,,,
0.8,0.785,,0.7925,0.015,,,,,,,,,
0.778,0.765,,0.7715,0.013,,,,,,,,,
0.778,0.765,,0.7715,0.013,,,,,,,,,
0.784,0.78,,0.782,0.004,,,,,,,,,
0.82,0.805,,0.8125,0.015,,,,,,,,,
0.84,0.82,,0.83,0.02,,,,,,,,,
0.86,0.83,,0.845,0.03,,,,,,,,,
0.882,0.86,,0.871,0.022,,,,,,,,,
0.9,0.89,,0.895,0.01,,,,,,,,,
0.878,0.86,,0.869,0.018,,,,,,,,,
0.9,0.89,,0.895,0.01,,,,,,,,,
0.9,0.865,,0.8825,0.035,,,,,,,,,
0.842,0.84,,0.841,0.002,,,,,,,,,
0.838,0.81,,0.824,0.028,,,,,,,,,
0.8,0.805,,0.8025,-0.005,,,,,,,,,
0.838,0.82,,0.829,0.018,,,,,,,,,
0.86,0.845,,0.8525,0.015,,,,,,,,,
0.884,0.855,,0.8695,0.029,,,,,,,,,
0.858,0.845,,0.8515,0.013,,,,,,,,,
0.862,0.83,,0.846,0.032,,,,,,,,,
0.816,0.82,,0.818,-0.004,,,,,,,,,
0.842,0.815,,0.8285,0.027,,,,,,,,,
0.8,0.785,,0.7925,0.015,,,,,,,,,
0.78,0.745,,0.7625,0.035,,,,,,,,,
0.74,0.765,,0.7525,-0.025,,,,,,,,,
0.76,0.735,,0.7475,0.025,,,,,,,,,
0.76,0.73,,0.745,0.03,,,,,,,,,
0.7,0.7,,0.7,0,,,,,,,,,
0.7,0.675,,0.6875,0.025,,,,,,,,,
0.68,0.665,,0.6725,0.015,,,,,,,,,
0.68,0.67,,0.675,0.01,,,,,,,,,
0.66,0.655,,0.6575,0.005,,,,,,,,,
0.744,0.72,,0.732,0.024,,,,,,,,,
0.718,0.705,,0.7115,0.013,,,,,,,,,
0.72,0.715,,0.7175,0.005,,,,,,,,,
0.778,0.745,,0.7615,0.033,,,,,,,,,
0.782,0.77,,0.776,0.012,,,,,,,,,
0.782,0.775,,0.7785,0.007,,,,,,,,,
0.818,0.775,,0.7965,0.043,,,,,,,,,
0.82,0.83,,0.825,-0.01,,,,,,,,,
0.86,0.835,,0.8475,0.025,,,,,,,,,
0.86,0.855,,0.8575,0.005,,,,,,,,,
0.862,0.84,,0.851,0.022,,,,,,,,,
0.838,0.825,,0.8315,0.013,,,,,,,,,
0.86,0.83,,0.845,0.03,,,,,,,,,
0.798,0.79,,0.794,0.008,,,,,,,,,
0.802,0.79,,0.796,0.012,,,,,,,,,
0.8,0.795,,0.7975,0.005,,,,,,,,,
0.822,0.795,,0.8085,0.027,,,,,,,,,
0.818,0.795,,0.8065,0.023,,,,,,,,,
0.842,0.825,,0.8335,0.017,,,,,,,,,
0.878,0.865,,0.8715,0.013,,,,,,,,,
0.88,0.855,,0.8675,0.025,,,,,,,,,
0.838,0.825,,0.8315,0.013,,,,,,,,,
0.862,0.84,,0.851,0.022,,,,,,,,,
0.82,0.8,,0.81,0.02,,,,,,,,,
0.798,0.81,,0.804,-0.012,,,,,,,,,
0.8,0.765,,0.7825,0.035,,,,,,,,,
0.782,0.76,,0.771,0.022,,,,,,,,,
0.76,0.75,,0.755,0.01,,,,,,,,,
0.778,0.76,,0.769,0.018,,,,,,,,,
0.802,0.795,,0.7985,0.007,,,,,,,,,
0.8,0.775,,0.7875,0.025,,,,,,,,,
0.782,0.77,,0.776,0.012,,,,,,,,,
0.758,0.75,,0.754,0.008,,,,,,,,,
0.8,0.78,,0.79,0.02,,,,,,,,,
0.846,0.825,,0.8355,0.021,,,,,,,,,
0.852,0.84,,0.846,0.012,,,,,,,,,
0.81,0.82,,0.815,-0.01,,,,,,,,,
0.83,0.815,,0.8225,0.015,,,,,,,,,
0.828,0.82,,0.824,0.008,,,,,,,,,
0.828,0.83,,0.829,-0.002,,,,,,,,,
0.832,0.83,,0.831,0.002,,,,,,,,,
0.85,0.835,,0.8425,0.015,,,,,,,,,
0.85,0.845,,0.8475,0.005,,,,,,,,,
0.872,0.855,,0.8635,0.017,,,,,,,,,
0.848,0.845,,0.8465,0.003,,,,,,,,,
0.832,0.83,,0.831,0.002,,,,,,,,,
0.83,0.83,,0.83,0,,,,,,,,,
0.85,0.83,,0.84,0.02,,,,,,,,,
0.812,0.815,,0.8135,-0.003,,,,,,,,,
0.808,0.81,,0.809,-0.002,,,,,,,,,
0.832,0.8,,0.816,0.032,,,,,,,,,
0.786,0.8,,0.793,-0.014,,,,,,,,,
0.814,0.805,,0.8095,0.009,,,,,,,,,
0.806,0.805,,0.8055,0.001,,,,,,,,,
0.852,0.83,,0.841,0.022,,,,,,,,,
0.83,0.84,,0.835,-0.01,,,,,,,,,
0.908,0.885,,0.8965,0.023,,,,,,,,,
0.852,0.84,,0.846,0.012,,,,,,,,,
0.866,0.875,,0.8705,-0.009,,,,,,,,,
0.852,0.835,,0.8435,0.017,,,,,,,,,
0.83,0.82,,0.825,0.01,,,,,,,,,
0.768,0.785,,0.7765,-0.017,,,,,,,,,
0.83,0.805,,0.8175,0.025,,,,,,,,,
0.812,0.81,,0.811,0.002,,,,,,,,,
0.81,0.805,,0.8075,0.005,,,,,,,,,
0.75,0.77,,0.76,-0.02,,,,,,,,,
0.77,0.76,,0.765,0.01,,,,,,,,,
0.79,0.77,,0.78,0.02,,,,,,,,,
0.77,0.785,,0.7775,-0.015,,,,,,,,,
0.808,0.795,,0.8015,0.013,,,,,,,,,
0.814,0.8,,0.807,0.014,,,,,,,,,
0.808,0.81,,0.809,-0.002,,,,,,,,,
0.85,0.835,,0.8425,0.015,,,,,,,,,
0.83,0.825,,0.8275,0.005,,,,,,,,,
0.832,0.82,,0.826,0.012,,,,,,,,,
0.808,0.81,,0.809,-0.002,,,,,,,,,
0.852,0.84,,0.846,0.012,,,,,,,,,
0.868,0.865,,0.8665,0.003,,,,,,,,,
0.83,0.825,,0.8275,0.005,,,,,,,,,
0.828,0.81,,0.819,0.018,,,,,,,,,
0.812,0.805,,0.8085,0.007,,,,,,,,,
0.81,0.82,,0.815,-0.01,,,,,,,,,
0.828,0.82,,0.824,0.008,,,,,,,,,
0.852,0.84,,0.846,0.012,,,,,,,,,
0.848,0.84,,0.844,0.008,,,,,,,,,
0.874,0.87,,0.872,0.004,,,,,,,,,
0.866,0.85,,0.858,0.016,,,,,,,,,
0.828,0.845,,0.8365,-0.017,,,,,,,,,
0.854,0.83,,0.842,0.024,,,,,,,,,
0.81,0.81,,0.81,0,,,,,,,,,
0.81,0.79,,0.8,0.02,,,,,,,,,
0.77,0.77,,0.77,0,,,,,,,,,
0.772,0.775,,0.7735,-0.003,,,,,,,,,
0.808,0.795,,0.8015,0.013,,,,,,,,,
0.848,0.84,,0.844,0.008,,,,,,,,,
0.85,0.84,,0.845,0.01,,,,,,,,,
0.672,0.665,,0.6685,0.007,,,,,,,,,
0.636,0.635,,0.6355,0.001,,,,,,,,,
0.658,0.64,,0.649,0.018,,,,,,,,,
0.636,0.635,,0.6355,0.001,,,,,,,,,
0.634,0.615,,0.6245,0.019,,,,,,,,,
0.618,0.615,,0.6165,0.003,,,,,,,,,
0.636,0.625,,0.6305,0.011,,,,,,,,,
0.636,0.635,,0.6355,0.001,,,,,,,,,
0.654,0.65,,0.652,0.004,,,,,,,,,
0.678,0.645,,0.6615,0.033,,,,,,,,,
0.678,0.67,,0.674,0.008,,,,,,,,,
0.674,0.68,,0.677,-0.006,,,,,,,,,
0.696,0.67,,0.683,0.026,,,,,,,,,
0.676,0.685,,0.6805,-0.009,,,,,,,,,
0.696,0.675,,0.6855,0.021,,,,,,,,,
0.656,0.655,,0.6555,0.001,,,,,,,,,
0.678,0.67,,0.674,0.008,,,,,,,,,
0.672,0.66,,0.666,0.012,,,,,,,,,
0.658,0.64,,0.649,0.018,,,,,,,,,
0.634,0.64,,0.637,-0.006,,,,,,,,,
0.658,0.64,,0.649,0.018,,,,,,,,,
0.638,0.64,,0.639,-0.002,,,,,,,,,
0.672,0.64,,0.656,0.032,,,,,,,,,
0.66,0.665,,0.6625,-0.005,,,,,,,,,
0.696,0.68,,0.688,0.016,,,,,,,,,
0.694,0.685,,0.6895,0.009,,,,,,,,,
0.698,0.695,,0.6965,0.003,,,,,,,,,
0.712,0.7,,0.706,0.012,,,,,,,,,
0.698,0.695,,0.6965,0.003,,,,,,,,,
0.694,0.69,,0.692,0.004,,,,,,,,,
0.698,0.68,,0.689,0.018,,,,,,,,,
0.674,0.67,,0.672,0.004,,,,,,,,,
0.696,0.675,,0.6855,0.021,,,,,,,,,
0.654,0.66,,0.657,-0.006,,,,,,,,,
0.658,0.64,,0.649,0.018,,,,,,,,,
0.656,0.645,,0.6505,0.011,,,,,,,,,
0.654,0.645,,0.6495,0.009,,,,,,,,,
0.658,0.645,,0.6515,0.013,,,,,,,,,
0.654,0.645,,0.6495,0.009,,,,,,,,,
0.714,0.705,,0.7095,0.009,,,,,,,,,
0.678,0.68,,0.679,-0.002,,,,,,,,,
0.674,0.675,,0.6745,-0.001,,,,,,,,,
0.678,0.66,,0.669,0.018,,,,,,,,,
0.654,0.65,,0.652,0.004,,,,,,,,,
0.656,0.64,,0.648,0.016,,,,,,,,,
0.636,0.635,,0.6355,0.001,,,,,,,,,
0.64,0.615,,0.6275,0.025,,,,,,,,,
0.616,0.62,,0.618,-0.004,,,,,,,,,
0.638,0.63,,0.634,0.008,,,,,,,,,
0.658,0.635,,0.6465,0.023,,,,,,,,,
0.656,0.65,,0.653,0.006,,,,,,,,,
0.656,0.66,,0.658,-0.004,,,,,,,,,
0.678,0.665,,0.6715,0.013,,,,,,,,,
0.674,0.65,,0.662,0.024,,,,,,,,,
0.656,0.65,,0.653,0.006,,,,,,,,,
0.674,0.665,,0.6695,0.009,,,,,,,,,
0.658,0.65,,0.654,0.008,,,,,,,,,
0.638,0.63,,0.634,0.008,,,,,,,,,
0.636,0.62,,0.628,0.016,,,,,,,,,
0.64,0.63,,0.635,0.01,,,,,,,,,
0.638,0.635,,0.6365,0.003,,,,,,,,,
0.638,0.625,,0.6315,0.013,,,,,,,,,
0.658,0.655,,0.6565,0.003,,,,,,,,,
0.672,0.66,,0.666,0.012,,,,,,,,,
0.656,0.645,,0.6505,0.011,,,,,,,,,
0.658,0.645,,0.6515,0.013,,,,,,,,,
0.656,0.645,,0.6505,0.011,,,,,,,,,
0.656,0.635,,0.6455,0.021,,,,,,,,,
0.638,0.645,,0.6415,-0.007,,,,,,,,,
0.638,0.635,,0.6365,0.003,,,,,,,,,
0.638,0.615,,0.6265,0.023,,,,,,,,,
0.618,0.62,,0.619,-0.002,,,,,,,,,
0.638,0.61,,0.624,0.028,,,,,,,,,
0.616,0.62,,0.618,-0.004,,,,,,,,,
0.64,0.635,,0.6375,0.005,,,,,,,,,
0.636,0.625,,0.6305,0.011,,,,,,,,,
0.658,0.64,,0.649,0.018,,,,,,,,,
0.658,0.635,,0.6465,0.023,,,,,,,,,
0.636,0.645,,0.6405,-0.009,,,,,,,,,
0.638,0.625,,0.6315,0.013,,,,,,,,,
0.636,0.63,,0.633,0.006,,,,,,,,,
0.66,0.635,,0.6475,0.025,,,,,,,,,
0.642,0.63,,0.636,0.012,,,,,,,,,
0.62,0.615,,0.6175,0.005,,,,,,,,,
0.64,0.605,,0.6225,0.035,,,,,,,,,
0.64,0.635,,0.6375,0.005,,,,,,,,,
0.618,0.625,,0.6215,-0.007,,,,,,,,,
0.642,0.615,,0.6285,0.027,,,,,,,,,
0.62,0.615,,0.6175,0.005,,,,,,,,,
0.64,0.625,,0.6325,0.015,,,,,,,,,
0.64,0.62,,0.63,0.02,,,,,,,,,
0.62,0.615,,0.6175,0.005,,,,,,,,,
0.64,0.625,,0.6325,0.015,,,,,,,,,
0.66,0.64,,0.65,0.02,,,,,,,,,
0.638,0.64,,0.639,-0.002,,,,,,,,,
0.66,0.64,,0.65,0.02,,,,,,,,,
0.64,0.63,,0.635,0.01,,,,,,,,,
0.664,0.65,,0.657,0.014,,,,,,,,,
0.676,0.655,,0.6655,0.021,,,,,,,,,
0.662,0.66,,0.661,0.002,,,,,,,,,
0.68,0.655,,0.6675,0.025,,,,,,,,,
0.66,0.65,,0.655,0.01,,,,,,,,,
0.638,0.635,,0.6365,0.003,,,,,,,,,
0.644,0.615,,0.6295,0.029,,,,,,,,,
0.618,0.62,,0.619,-0.002,,,,,,,,,
0.64,0.62,,0.63,0.02,,,,,,,,,
0.62,0.615,,0.6175,0.005,,,,,,,,,
0.64,0.625,,0.6325,0.015,,,,,,,,,
0.638,0.625,,0.6315,0.013,,,,,,,,,
0.642,0.63,,0.636,0.012,,,,,,,,,
0.66,0.64,,0.65,0.02,,,,,,,,,
0.66,0.65,,0.655,0.01,,,,,,,,,
0.66,0.645,,0.6525,0.015,,,,,,,,,
0.662,0.66,,0.661,0.002,,,,,,,,,
0.678,0.665,,0.6715,0.013,,,,,,,,,
0.68,0.655,,0.6675,0.025,,,,,,,,,
0.66,0.65,,0.655,0.01,,,,,,,,,
0.66,0.64,,0.65,0.02,,,,,,,,,
0.642,0.635,,0.6385,0.007,,,,,,,,,
0.638,0.63,,0.634,0.008,,,,,,,,,
0.64,0.625,,0.6325,0.015,,,,,,,,,
0.62,0.615,,0.6175,0.005,,,,,,,,,
0.68,0.69,,0.685,-0.01,,,,,,,,,
0.64,0.625,,0.6325,0.015,,,,,,,,,
0.62,0.615,,0.6175,0.005,,,,,,,,,
0.64,0.635,,0.6375,0.005,,,,,,,,,
0.66,0.625,,0.6425,0.035,,,,,,,,,
0.64,0.645,,0.6425,-0.005,,,,,,,,,
0.678,0.65,,0.664,0.028,,,,,,,,,
0.66,0.665,,0.6625,-0.005,,,,,,,,,
0.682,0.665,,0.6735,0.017,,,,,,,,,
0.7,0.68,,0.69,0.02,,,,,,,,,
0.68,0.665,,0.6725,0.015,,,,,,,,,
0.682,0.67,,0.676,0.012,,,,,,,,,
0.678,0.675,,0.6765,0.003,,,,,,,,,
0.7,0.675,,0.6875,0.025,,,,,,,,,
0.68,0.665,,0.6725,0.015,,,,,,,,,
0.68,0.665,,0.6725,0.015,,,,,,,,,
0.66,0.665,,0.6625,-0.005,,,,,,,,,
0.68,0.655,,0.6675,0.025,,,,,,,,,
0.66,0.65,,0.655,0.01,,,,,,,,,
0.68,0.655,,0.6675,0.025,,,,,,,,,
0.66,0.655,,0.6575,0.005,,,,,,,,,
0.66,0.645,,0.6525,0.015,,,,,,,,,
0.658,0.64,,0.649,0.018,,,,,,,,,
0.64,0.635,,0.6375,0.005,,,,,,,,,
0.642,0.635,,0.6385,0.007,,,,,,,,,
0.66,0.645,,0.6525,0.015,,,,,,,,,
0.66,0.64,,0.65,0.02,,,,,,,,,
0.64,0.635,,0.6375,0.005,,,,,,,,,
0.66,0.635,,0.6475,0.025,,,,,,,,,
0.64,0.63,,0.635,0.01,,,,,,,,,
0.638,0.635,,0.6365,0.003,,,,,,,,,
0.66,0.65,,0.655,0.01,,,,,,,,,
0.64,0.62,,0.63,0.02,,,,,,,,,
0.622,0.62,,0.621,0.002,,,,,,,,,
0.64,0.625,,0.6325,0.015,,,,,,,,,
0.66,0.635,,0.6475,0.025,,,,,,,,,
0.64,0.635,,0.6375,0.005,,,,,,,,,
0.658,0.635,,0.6465,0.023,,,,,,,,,
0.642,0.645,,0.6435,-0.003,,,,,,,,,
0.662,0.65,,0.656,0.012,,,,,,,,,
0.658,0.64,,0.649,0.018,,,,,,,,,
0.64,0.62,,0.63,0.02,,,,,,,,,
0.74,0.735,,0.7375,0.005,,,,,,,,,
0.778,0.75,,0.764,0.028,,,,,,,,,
0.78,0.765,,0.7725,0.015,,,,,,,,,
0.78,0.78,,0.78,0,,,,,,,,,
0.822,0.8,,0.811,0.022,,,,,,,,,
0.84,0.815,,0.8275,0.025,,,,,,,,,
0.84,0.835,,0.8375,0.005,,,,,,,,,
0.858,0.825,,0.8415,0.033,,,,,,,,,
0.842,0.845,,0.8435,-0.003,,,,,,,,,
0.878,0.84,,0.859,0.038,,,,,,,,,
0.882,0.875,,0.8785,0.007,,,,,,,,,
0.88,0.875,,0.8775,0.005,,,,,,,,,
0.9,0.87,,0.885,0.03,,,,,,,,,
0.88,0.865,,0.8725,0.015,,,,,,,,,
0.898,0.885,,0.8915,0.013,,,,,,,,,
0.902,0.87,,0.886,0.032,,,,,,,,,
0.88,0.865,,0.8725,0.015,,,,,,,,,
0.842,0.84,,0.841,0.002,,,,,,,,,
0.818,0.8,,0.809,0.018,,,,,,,,,
0.82,0.805,,0.8125,0.015,,,,,,,,,
0.842,0.805,,0.8235,0.037,,,,,,,,,
0.858,0.85,,0.854,0.008,,,,,,,,,
0.86,0.845,,0.8525,0.015,,,,,,,,,
0.88,0.865,,0.8725,0.015,,,,,,,,,
0.9,0.89,,0.895,0.01,,,,,,,,,
0.918,0.9,,0.909,0.018,,,,,,,,,
0.9,0.88,,0.89,0.02,,,,,,,,,
0.902,0.87,,0.886,0.032,,,,,,,,,
0.842,0.835,,0.8385,0.007,,,,,,,,,
0.816,0.8,,0.808,0.016,,,,,,,,,
0.782,0.775,,0.7785,0.007,,,,,,,,,
0.782,0.76,,0.771,0.022,,,,,,,,,
0.858,0.85,,0.854,0.008,,,,,,,,,
0.902,0.87,,0.886,0.032,,,,,,,,,
0.86,0.855,,0.8575,0.005,,,,,,,,,
0.878,0.865,,0.8715,0.013,,,,,,,,,
0.88,0.85,,0.865,0.03,,,,,,,,,
0.842,0.835,,0.8385,0.007,,,,,,,,,
0.84,0.825,,0.8325,0.015,,,,,,,,,
0.84,0.81,,0.825,0.03,,,,,,,,,
0.82,0.815,,0.8175,0.005,,,,,,,,,
0.84,0.825,,0.8325,0.015,,,,,,,,,
0.84,0.81,,0.825,0.03,,,,,,,,,
0.82,0.815,,0.8175,0.005,,,,,,,,,
0.838,0.82,,0.829,0.018,,,,,,,,,
0.844,0.82,,0.832,0.024,,,,,,,,,
0.86,0.84,,0.85,0.02,,,,,,,,,
0.874,0.865,,0.8695,0.009,,,,,,,,,
0.904,0.885,,0.8945,0.019,,,,,,,,,
0.88,0.87,,0.875,0.01,,,,,,,,,
0.878,0.86,,0.869,0.018,,,,,,,,,
0.842,0.815,,0.8285,0.027,,,,,,,,,
0.8,0.805,,0.8025,-0.005,,,,,,,,,
0.798,0.76,,0.779,0.038,,,,,,,,,
0.802,0.785,,0.7935,0.017,,,,,,,,,
0.8,0.795,,0.7975,0.005,,,,,,,,,
0.818,0.795,,0.8065,0.023,,,,,,,,,
0.8,0.79,,0.795,0.01,,,,,,,,,
0.864,0.84,,0.852,0.024,,,,,,,,,
0.838,0.835,,0.8365,0.003,,,,,,,,,
0.88,0.87,,0.875,0.01,,,,,,,,,
0.902,0.86,,0.881,0.042,,,,,,,,,
0.86,0.86,,0.86,-9.99E-16,,,,,,,,,
0.858,0.825,,0.8415,0.033,,,,,,,,,
0.68,0.66,,0.67,0.02,,,,,,,,,
0.622,0.6,,0.611,0.022,,,,,,,,,
0.618,0.62,,0.619,-0.002,,,,,,,,,
0.658,0.635,,0.6465,0.023,,,,,,,,,
0.642,0.64,,0.641,0.002,,,,,,,,,
0.658,0.65,,0.654,0.008,,,,,,,,,
0.662,0.64,,0.651,0.022,,,,,,,,,
0.66,0.63,,0.645,0.03,,,,,,,,,
0.66,0.665,,0.6625,-0.005,,,,,,,,,
0.68,0.665,,0.6725,0.015,,,,,,,,,
0.68,0.66,,0.67,0.02,,,,,,,,,
0.638,0.635,,0.6365,0.003,,,,,,,,,
0.662,0.635,,0.6485,0.027,,,,,,,,,
0.64,0.635,,0.6375,0.005,,,,,,,,,
0.66,0.635,,0.6475,0.025,,,,,,,,,
0.662,0.65,,0.656,0.012,,,,,,,,,
0.656,0.655,,0.6555,0.001,,,,,,,,,
0.664,0.65,,0.657,0.014,,,,,,,,,
0.68,0.66,,0.67,0.02,,,,,,,,,
0.68,0.67,,0.675,0.01,,,,,,,,,
0.678,0.665,,0.6715,0.013,,,,,,,,,
0.66,0.66,,0.66,0,,,,,,,,,
0.68,0.66,,0.67,0.02,,,,,,,,,
0.68,0.67,,0.675,0.01,,,,,,,,,
0.682,0.67,,0.676,0.012,,,,,,,,,
0.698,0.67,,0.684,0.028,,,,,,,,,
0.68,0.68,,0.68,0,,,,,,,,,
0.7,0.67,,0.685,0.03,,,,,,,,,
0.66,0.66,,0.66,0,,,,,,,,,
0.658,0.65,,0.654,0.008,,,,,,,,,
0.682,0.665,,0.6735,0.017,,,,,,,,,
0.682,0.665,,0.6735,0.017,,,,,,,,,
0.678,0.665,,0.6715,0.013,,,,,,,,,
0.66,0.65,,0.655,0.01,,,,,,,,,
0.66,0.65,,0.655,0.01,,,,,,,,,
0.66,0.645,,0.6525,0.015,,,,,,,,,
0.68,0.655,,0.6675,0.025,,,,,,,,,
0.66,0.655,,0.6575,0.005,,,,,,,,,
0.658,0.65,,0.654,0.008,,,,,,,,,
0.662,0.645,,0.6535,0.017,,,,,,,,,
0.66,0.655,,0.6575,0.005,,,,,,,,,
0.678,0.685,,0.6815,-0.007,,,,,,,,,
0.64,0.635,,0.6375,0.005,,,,,,,,,
0.678,0.655,,0.6665,0.023,,,,,,,,,
0.662,0.66,,0.661,0.002,,,,,,,,,
0.66,0.64,,0.65,0.02,,,,,,,,,
0.638,0.635,,0.6365,0.003,,,,,,,,,
0.662,0.65,,0.656,0.012,,,,,,,,,
0.66,0.645,,0.6525,0.015,,,,,,,,,
0.66,0.65,,0.655,0.01,,,,,,,,,
0.662,0.65,,0.656,0.012,,,,,,,,,
0.658,0.64,,0.649,0.018,,,,,,,,,
0.658,0.64,,0.649,0.018,,,,,,,,,
0.662,0.645,,0.6535,0.017,,,,,,,,,
0.658,0.645,,0.6515,0.013,,,,,,,,,
0.642,0.64,,0.641,0.002,,,,,,,,,
0.66,0.635,,0.6475,0.025,,,,,,,,,
0.64,0.635,,0.6375,0.005,,,,,,,,,
0.66,0.645,,0.6525,0.015,,,,,,,,,
0.66,0.655,,0.6575,0.005,,,,,,,,,
0.68,0.67,,0.675,0.01,,,,,,,,,
0.68,0.655,,0.6675,0.025,,,,,,,,,
0.68,0.665,,0.6725,0.015,,,,,,,,,
0.68,0.66,,0.67,0.02,,,,,,,,,
0.66,0.665,,0.6625,-0.005,,,,,,,,,
0.7,0.67,,0.685,0.03,,,,,,,,,
0.68,0.675,,0.6775,0.005,,,,,,,,,
0.662,0.655,,0.6585,0.007,,,,,,,,,
0.678,0.65,,0.664,0.028,,,,,,,,,
0.66,0.655,,0.6575,0.005,,,,,,,,,
0.64,0.63,,0.635,0.01,,,,,,,,,
0.62,0.615,,0.6175,0.005,,,,,,,,,
0.638,0.615,,0.6265,0.023,,,,,,,,,
0.622,0.62,,0.621,0.002,,,,,,,,,
0.642,0.61,,0.626,0.032,,,,,,,,,
0.62,0.62,,0.62,0,,,,,,,,,
