Time_s,Ground_Truth_Amplitude,Measured_Amplitude,Frequency_Hz,Measured_PSD_dBHz,Ground_Truth_PSD_dBHz
1.241,0.55710261300332,0.736043332842775,,,
1.242,0.563204248819583,0.736897940520745,,,
1.243,0.584309591148283,0.73774510428166,,,
1.244,0.572866766401523,0.738583186785123,,,
1.245,0.568787419176217,0.739410638480718,,,
1.246,0.572404107894746,0.740225997477044,,,
1.247,0.556894103693733,0.741027888668241,,,
1.248,0.55594577283977,0.7418150221426,,,
1.249,0.560168643672803,0.742586190917814,,,
1.25,0.562302028065393,0.743340268066046,,,
1.251,0.549374471157133,0.744076203307272,,,
1.252,0.564867261981677,0.744793019160264,,,
1.253,0.531595627696337,0.745489806747913,,,
1.254,0.547312086234163,0.746165721358918,,,
1.255,0.532312914697893,0.746819977872794,,,
1.256,0.53975488886331,0.747451846159813,,,
1.257,0.552163944094947,0.748060646571031,,,
1.258,0.566998664787067,0.748645745634261,,,
1.259,0.54357401137753,0.749206552067667,,,
1.26,0.57250653264923,0.749742513211899,,,
1.261,0.55200570773848,0.750253111964421,,,
1.262,0.564430826059203,0.750737864277197,,,
1.263,0.553993875593623,0.751196317253734,,,
1.264,0.57295641286115,0.751628047856314,,,
1.265,0.580985983511793,0.752032662211524,,,
1.266,0.59032480340445,0.752409795483683,,,
1.267,0.552686946686553,0.752759112271889,,,
1.268,0.57680753660858,0.7530803074762,,,
1.269,0.561035753788933,0.753373107570863,,,
1.27,0.57166920473781,0.753637272217165,,,
1.271,0.553879020810326,0.753872596146571,,,
1.272,0.54032264023678,0.754078911247678,,,
1.273,0.537685658053193,0.75425608879825,,,
1.274,0.550246893703143,0.754404041793363,,,
1.275,0.549193885075226,0.754522727328216,,,
1.276,0.558326841533016,0.754612148996375,,,
1.277,0.550584768114286,0.754672359261561,,,
1.278,0.53505175232701,0.75470346175697,,,
1.279,0.549920202370943,0.754705613465099,,,
1.28,0.543453961757603,0.75467902673657,,,
1.281,0.562889495175053,0.754623971117686,,,
1.282,0.567434377996153,0.754540774969884,,,
1.283,0.56907010459062,0.754429826875224,,,
1.284,0.584157747291443,0.754291576827694,,,
1.285,0.573083934754443,0.754126537210713,,,
1.286,0.561908564890987,0.753935283559271,,,
1.287,0.563204799403807,0.753718455103679,,,
1.288,0.568271130844067,0.753476755092353,,,
1.289,0.552684652025667,0.753210950893,,,
1.29,0.541399787552703,0.75292187387371,,,
1.291,0.560152347286587,0.752610419066567,,,
1.292,0.547799223266583,0.752277544617106,,,
1.293,0.542188180558237,0.751924271024589,,,
1.294,0.546447095682883,0.751551680181965,,,
1.295,0.54768325948581,0.751160914229526,,,
1.296,0.54168203966782,0.750753174239407,,,
1.297,0.557920361302553,0.750329718746162,,,
1.298,0.565845881591016,0.749891862130796,,,
1.299,0.560474157767023,0.749440972853995,,,
1.3,0.540969266399767,0.748978471522212,,,
1.301,0.569310347256767,0.748505828760259,,,
1.302,0.55787113853078,0.748024562856918,,,
1.303,0.58394132828451,0.747536237146174,,,
1.304,0.57071901124445,0.747042457086773,,,
1.305,0.57305700164078,0.746544867007192,,,
1.306,0.57320179819221,0.746045146491942,,,
1.307,0.582686384801997,0.745545006397204,,,
1.308,0.55120623215083,0.745046184497321,,,
1.309,0.55845451335393,0.74455044077666,,,
1.31,0.54537529947945,0.744059552392778,,,
1.311,0.56068951897081,0.743575308346091,,,
1.312,0.559132555986686,0.743099503898542,,,
1.313,0.54962623469742,0.742633934788568,,,
1.314,0.5354102144406,0.742180391291204,,,
1.315,0.541505365156713,0.741740652169698,,,
1.316,0.540174803595177,0.741316478560617,,,
1.317,0.55237296772514,0.740909607831039,,,
1.318,0.557054032364707,0.740521747446452,,,
1.319,0.545519718401773,0.740154568890508,,,
1.32,0.558198862783707,0.739809701679696,,,
1.321,0.572865710866727,0.7394887275149,,,
1.322,0.56759872856362,0.739193174607925,,,
1.323,0.55992517333342,0.738924512216365,,,
1.324,0.578851028061673,0.738684145416482,,,
1.325,0.570497279236217,0.738473410141517,,,
1.326,0.557990142529047,0.738293568510899,,,
1.327,0.570096816683503,0.738145804472726,,,
1.328,0.554199176844833,0.738031219777115,,,
1.329,0.56651778545654,0.737950830292477,,,
1.33,0.5608047723346,0.737905562671771,,,
1.331,0.559379934941973,0.737896251372248,,,
1.332,0.548115601115763,0.737923636030133,,,
1.333,0.54928874346392,0.737988359190587,,,
1.334,0.534511028377013,0.738090964393076,,,
1.335,0.546380958971613,0.73823189461266,,,
1.336,0.53595348620711,0.738411491058915,,,
1.337,0.53733203945073,0.738629992335273,,,
1.338,0.551256573233697,0.738887533961494,,,
1.339,0.540204950607077,0.739184148259813,,,
1.34,0.551440914482583,0.739519764600357,,,
1.341,0.562088034995667,0.739894209993743,,,
1.342,0.572526565646027,0.740307210009238,,,
1.343,0.571346497070856,0.74075838998814,,,
1.344,0.568401643139023,0.741247276516724,,,
1.345,0.56552298441248,0.741773299123272,,,
1.346,0.558776907606573,0.742335792169858,,,
1.347,0.558642972988546,0.742933996921223,,,
1.348,0.56948804423076,0.743567063788392,,,
1.349,0.5484691791025,0.744234054761429,,,
1.35,0.55742280341743,0.744933946060825,,,
1.351,0.556796652696027,0.745665631047058,,,
1.352,0.55992591592638,0.746427923430171,,,
1.353,0.54559535282732,0.747219560814503,,,
1.354,0.539863253406173,0.748039208599352,,,
1.355,0.52933979743865,0.748885464237784,,,
1.356,0.5658230169299,0.749756861837638,,,
1.357,0.548811070312647,0.750651877074963,,,
1.358,0.553496708418217,0.751568932382228,,,
1.359,0.541205815584497,0.752506402370418,,,
1.36,0.55065250513146,0.753462619442349,,,
1.361,0.556084079186057,0.754435879551046,,,
1.362,0.579942971511233,0.755424448051243,,,
1.363,0.573839412268113,0.756426565585471,,,
1.364,0.575117350497783,0.757440453941925,,,
1.365,0.56781312826433,0.758464321821427,,,
1.366,0.566293161057683,0.759496370455234,,,
1.367,0.56607805219038,0.760534799022054,,,
1.368,0.56778781815635,0.761577809818132,,,
1.369,0.553758917334013,0.762623613135998,,,
1.37,0.57390005459268,0.763670431805644,,,
1.371,0.557091242611333,0.764716505349401,,,
1.372,0.5441108098827,0.765760093703733,,,
1.373,0.53320382618293,0.766799480471027,,,
1.374,0.54151123026776,0.767832975682998,,,
1.375,0.540925650534037,0.768858918081503,,,
1.376,0.543417028345456,0.76987567694676,,,
1.377,0.520984702770633,0.770881653521493,,,
1.378,0.542067224958967,0.771875282088339,,,
1.379,0.540974125205653,0.772855030756591,,,
1.38,0.55922802513258,0.773819402006269,,,
1.381,0.553099820620987,0.774766933028275,,,
1.382,0.5535724356167,0.775696195894077,,,
1.383,0.571165526009913,0.776605797589019,,,
1.384,0.59103121778649,0.777494379948992,,,
1.385,0.567136925368757,0.778360619547425,,,
1.386,0.579672722785383,0.779203227585654,,,
1.387,0.569632972243033,0.780020949842691,,,
1.388,0.573574030034557,0.78081256674018,,,
1.389,0.559855132640497,0.781576893575308,,,
1.39,0.556686538245,0.782312780969243,,,
1.391,0.533879862034313,0.783019115571885,,,
1.392,0.55458861428959,0.783694821055819,,,
1.393,0.55743875622214,0.784338859424123,,,
1.394,0.552521488642997,0.784950232648224,,,
1.395,0.530119334291563,0.785527984642736,,,
1.396,0.546610624419916,0.786071203572912,,,
1.397,0.568455458210597,0.786579024476701,,,
1.398,0.554973290732167,0.787050632168208,,,
1.399,0.541354921389193,0.787485264375112,,,
1.4,0.56418736837221,0.787882215052122,,,
1.401,0.568778965071953,0.788240837807822,,,
1.402,0.552056234950317,0.788560549383442,,,
1.403,0.574979933515853,0.78884083312858,,,
1.404,0.566089414318116,0.789081242428903,,,
1.405,0.580990222582627,0.789281404051866,,,
1.406,0.564805644546573,0.789441021386061,,,
1.407,0.575853174836663,0.789559877555598,,,
1.408,0.569278987242913,0.789637838392512,,,
1.409,0.561355504213783,0.789674855248827,,,
1.41,0.55226534189683,0.78967096762874,,,
1.411,0.565207323204163,0.789626305623335,,,
1.412,0.550174951832693,0.789541092136131,,,
1.413,0.541473243549323,0.789415644895515,,,
1.414,0.554791031141436,0.78925037825601,,,
1.415,0.534064307321613,0.789045804791842,,,
1.416,0.536902425341357,0.788802536682325,,,
1.417,0.555298441780083,0.788521286879824,,,
1.418,0.57653521737649,0.788202870038339,,,
1.419,0.537223851046303,0.78784820316529,,,
1.42,0.565337139948907,0.787458305943423,,,
1.421,0.553784701256127,0.787034300657688,,,
1.422,0.56114029132505,0.786577411655957,,,
1.423,0.56094895727364,0.786088964272199,,,
1.424,0.56346573367671,0.785570383143705,,,
1.425,0.580807917345223,0.785023189858024,,,
1.426,0.565184014568257,0.784448999870719,,,
1.427,0.575900687055283,0.783849518644597,,,
1.428,0.588702467746836,0.783226536976419,,,
1.429,0.572117293211717,0.78258192549786,,,
1.43,0.550532744540253,0.781917628360654,,,
1.431,0.545396617279497,0.781235656137557,,,
1.432,0.552431494529727,0.780538077987879,,,
1.433,0.54604301518211,0.779827013147859,,,
1.434,0.533761019273183,0.779104621813558,,,
1.435,0.53774041315379,0.778373095489945,,,
1.436,0.547887265940336,0.777634646887243,,,
1.437,0.538799440301313,0.776891499456112,,,
1.438,0.534589680965887,0.776145876666538,,,
1.439,0.566803981031113,0.775399991149378,,,
1.44,0.552080078815467,0.774656033831449,,,
1.441,0.572525024192526,0.773916163202309,,,
1.442,0.561747939821657,0.773182494852275,,,
1.443,0.570662397121527,0.772457091417566,,,
1.444,0.57173129119573,0.771741953061474,,,
1.445,0.547330317999447,0.771039008610639,,,
1.446,0.57848059899303,0.770350107452555,,,
1.447,0.56581373585428,0.769677012283047,,,
1.448,0.57662643175566,0.769021392770824,,,
1.449,0.546155709258673,0.768384820181297,,,
1.45,0.543843534271476,0.767768762976698,,,
1.451,0.53117379142477,0.767174583387749,,,
1.452,0.54560150533425,0.766603534936401,,,
1.453,0.562069890667977,0.766056760880195,,,
1.454,0.52592102889292,0.765535293544089,,,
1.455,0.531533379301527,0.765040054501035,,,
1.456,0.542684007226943,0.764571855555167,,,
1.457,0.53512461169501,0.764131400470669,,,
1.458,0.543648530391973,0.76371928737762,,,
1.459,0.54137656580393,0.763336011776116,,,
1.46,0.539668293385763,0.762981970052998,,,
1.461,0.561943526034663,0.762657463421524,,,
1.462,0.548093715210663,0.762362702192298,,,
1.463,0.572314501683753,0.762097810284307,,,
1.464,0.577244716737523,0.761862829889462,,,
1.465,0.56274199771561,0.761657726213573,,,
1.466,0.569825809968587,0.761482392230262,,,
1.467,0.56246328817064,0.761336653398538,,,
1.468,0.556342834910077,0.761220272306346,,,
1.469,0.552270516385333,0.761132953208962,,,
1.47,0.556002042530293,0.761074346432403,,,
1.471,0.55291738423496,0.7610440526089,,,
1.472,0.56027511825307,0.761041626706732,,,
1.473,0.574748974923243,0.761066581813557,,,
1.474,0.519104126127307,0.761118392633077,,,
1.475,0.546283721914567,0.7611964986592,,,
1.476,0.54793384479996,0.761300306996968,,,
1.477,0.54910393012576,0.761429194802993,,,
1.478,0.532427325316543,0.761582511319272,,,
1.479,0.562182243222306,0.761759579474587,,,
1.48,0.583095638341473,0.761959697029283,,,
1.481,0.561051528260637,0.762182137243218,,,
1.482,0.565076960588,0.762426149053441,,,
1.483,0.5586235893843,0.762690956757223,,,
1.484,0.564286058520307,0.762975759205851,,,
1.485,0.551532160569556,0.763279728523368,,,
1.486,0.57573081464163,0.763602008372332,,,
1.487,0.56171106449215,0.763941711797783,,,
1.488,0.561414447846787,0.76429791869409,,,
1.489,0.55536148980353,0.764669672957815,,,
1.49,0.537250867884307,0.765055979409984,,,
1.491,0.532117084045777,0.765455800588314,,,
1.492,0.559983052999773,0.765868053519754,,,
1.493,0.554160450901627,0.766291606585442,,,
1.494,0.539261508429563,0.766725276586129,,,
1.495,0.558883959545917,0.767167826109124,,,
1.496,0.54534860772483,0.767617961289509,,,
1.497,0.56523150431255,0.768074330048311,,,
1.498,0.534653124811237,0.768535520877386,,,
1.499,0.552463504510113,0.769000062225413,,,
1.5,0.543603865128306,0.769466422523786,,,
1.501,0.546784061531483,0.769933010878055,,,
1.502,0.570544127573167,0.770398178441422,,,
1.503,0.5620239848699,0.770860220480775,,,
1.504,0.564469688879017,0.771317379140449,,,
1.505,0.57027968811854,0.77176784690199,,,
1.506,0.58465637806158,0.772209770728637,,,
1.507,0.575850474144876,0.77264125687242,,,
1.508,0.560605347445163,0.773060376312096,,,
1.509,0.567358944717527,0.773465170784083,,,
1.51,0.55846743728312,0.773853659366644,,,
1.511,0.545890477628637,0.774223845578802,,,
1.512,0.518814326268083,0.774573724958902,,,
1.513,0.536865664657553,0.774901293092972,,,
1.514,0.543935757165473,0.775204554069558,,,
1.515,0.531917887429233,0.775481529343006,,,
1.516,0.557415503288343,0.7757302669876,,,
1.517,0.543926566252563,0.775948851318358,,,
1.518,0.55013018170732,0.77613541284181,,,
1.519,0.552846559656957,0.776288138485522,,,
1.52,0.56313301106988,0.776405282041804,,,
1.521,0.54799045456396,0.776485174750205,,,
1.522,0.568520952030596,0.776526235934335,,,
1.523,0.562208892718923,0.776526983600655,,,
1.524,0.557155107852483,0.776486044900176,,,
1.525,0.557161163365386,0.776402166349923,,,
1.526,0.578435366897283,0.776274223711241,,,
1.527,0.573340714373653,0.776101231428611,,,
1.528,0.56520542236,0.775882351546032,,,
1.529,0.561197891147413,0.775616902037482,,,
1.53,0.56224972235865,0.775304364509975,,,
1.531,0.548878486280067,0.774944391257605,,,
1.532,0.54626171985942,0.774536811658102,,,
1.533,0.53057117365032,0.774081637907983,,,
1.534,0.549437643961657,0.773579070089456,,,
1.535,0.56175005514269,0.773029500555481,,,
1.536,0.546617675448533,0.772433517613033,,,
1.537,0.563889723438553,0.771791908481285,,,
1.538,0.542910274484933,0.77110566150112,,,
1.539,0.54579820660565,0.770375967573283,,,
1.54,0.54765736779013,0.76960422080249,,,
1.541,0.553877026187723,0.768792018323227,,,
1.542,0.55618846737764,0.767941159280328,,,
1.543,0.575635191962207,0.76705364293493,,,
1.544,0.574101119542397,0.766131665864928,,,
1.545,0.568210972636943,0.765177618228782,,,
1.546,0.572001305946883,0.764194079062306,,,
1.547,0.582310220913503,0.763183810579786,,,
1.548,0.560503268152223,0.762149751453611,,,
1.549,0.56607967035647,0.761095009050868,,,
1.55,0.53762968218691,0.760022850610981,,,
1.551,0.563180576160573,0.758936693354558,,,
1.552,0.55535294224395,0.75784009351885,,,
1.553,0.552860401064297,0.756736734319632,,,
1.554,0.56796243161498,0.755630412844681,,,
1.555,0.54912228301286,0.754525025893166,,,
1.556,0.555235266826653,0.753424554788993,,,
1.557,0.543016597922316,0.752333049212083,,,
1.558,0.548409533659407,0.751254610106048,,,
1.559,0.553640099674307,0.750193371731369,,,
1.56,0.559862978893713,0.749153482940031,,,
1.561,0.584577753317863,0.748139087753813,,,
1.562,0.566515529804426,0.747154305337308,,,
1.563,0.561596005714307,0.746203209470533,,,
1.564,0.560781592356006,0.745289807643659,,,
1.565,0.575014031695517,0.744418019914432,,,
1.566,0.577272017493107,0.743591657682405,,,
1.567,0.562896233409263,0.742814402539824,,,
1.568,0.547419135877083,0.742089785356893,,,
1.569,0.553973172892493,0.741421165751351,,,
1.57,0.570602182775223,0.740811712081736,,,
1.571,0.552347553359437,0.740264382092652,,,
1.572,0.535516151934697,0.739781904331205,,,
1.573,0.548450965920303,0.739366760448252,,,
1.574,0.546432399722993,0.739021168496968,,,
1.575,0.539789598570953,0.738747067343428,,,
1.576,0.543324958844837,0.738546102307586,,,
1.577,0.551239056115253,0.738419612156212,,,
1.578,0.524910312684763,0.738368617570483,,,
1.579,0.55293212048562,0.738393811208185,,,
1.58,0.551856099965363,0.738495549471951,,,
1.581,0.55003212804583,0.738673846079226,,,
1.582,0.556386785344916,0.738928367507437,,,
1.583,0.571995271984163,0.739258430361419,,,
1.584,0.55789821504476,0.739663000682912,,,
1.585,0.574811810663507,0.740140695197221,,,
1.586,0.5663260921647,0.740689784472092,,,
1.587,0.57440878419806,0.741308197949442,,,
1.588,0.5718083970298,0.741993530801058,,,
1.589,0.54866032668676,0.742743052554288,,,
1.59,0.550127176431217,0.743553717432792,,,
1.591,0.554342657107067,0.744422176360347,,,
1.592,0.546077130274067,0.745344790580264,,,
1.593,0.53776062087282,0.746317646845398,,,
1.594,0.545405403440377,0.747336574130578,,,
1.595,0.54631432623705,0.748397161810146,,,
1.596,0.54001269908698,0.749494779230638,,,
1.597,0.5647900045509,0.750624596595625,,,
1.598,0.552762347395847,0.751781607067182,,,
1.599,0.561956883826853,0.752960649975622,,,
1.6,0.55177631505682,0.754156435014849,,,
1.601,0.57784012157634,0.755363567285583,,,
1.602,0.564680580373943,0.756576573034909,,,
1.603,0.56484633922004,0.757789925930978,,,
1.604,0.551656862595727,0.758998073708078,,,
1.605,0.57252914644747,0.760195465020129,,,
1.606,0.57417078639902,0.761376576347746,,,
1.607,0.5730108951901,0.762535938812382,,,
1.608,0.55357415560453,0.763668164757732,,,
1.609,0.554304765465573,0.764767973961753,,,
1.61,0.550929080424993,0.765830219342502,,,
1.611,0.55318752706856,0.766849912019686,,,
1.612,0.554398176876547,0.767822245595079,,,
1.613,0.544513218539463,0.768742619521899,,,
1.614,0.540024008040543,0.769606661446012,,,
1.615,0.541043546618877,0.770410248416867,,,
1.616,0.547085227931813,0.771149526877302,,,
1.617,0.55003246820729,0.771820931343879,,,
1.618,0.54507574057912,0.772421201682613,,,
1.619,0.55983019678648,0.772947398872993,,,
1.62,0.566984414960923,0.77339691914363,,,
1.621,0.553301133684993,0.773767506362564,,,
1.622,0.563784611036073,0.774057262577428,,,
1.623,0.557478379873963,0.774264656623201,,,
1.624,0.55750109200181,0.774388530742553,,,
1.625,0.576905745794593,0.774428105189385,,,
1.626,0.566173702524536,0.774382980807446,,,
1.627,0.5752895948742,0.774253139593428,,,
1.628,0.554335751960803,0.774038943270799,,,
1.629,0.54662389936508,0.773741129918219,,,
1.63,0.57526331008908,0.773360808713538,,,
1.631,0.562479652745627,0.772899452868151,,,
1.632,0.550909728887267,0.772358890834468,,,
1.633,0.54068035102156,0.771741295871096,,,
1.634,0.551555000925567,0.77104917404711,,,
1.635,0.53728268760465,0.77028535076067,,,
1.636,0.568675090249597,0.769452955840757,,,
1.637,0.54781420839001,0.768555407297273,,,
1.638,0.548274280277077,0.767596393787354,,,
1.639,0.556169045222223,0.76657985587572,,,
1.64,0.571741476241633,0.765509966182012,,,
1.641,0.56122714400354,0.76439110852414,,,
1.642,0.569280813430807,0.763227856179426,,,
1.643,0.564789961317127,0.762024949392619,,,
1.644,0.582700648245513,0.760787272262373,,,
1.645,0.584107590570633,0.759519829137932,,,
1.646,0.594837652643497,0.758227720657652,,,
1.647,0.56423272433977,0.756916119561232,,,
1.648,0.568093659540513,0.755590246406989,,,
1.649,0.557835970540437,0.754255345323504,,,
1.65,0.561812674104103,0.752916659922167,,,
1.651,0.56761210846006,0.751579409495964,,,
1.652,0.54030925287064,0.750248765631581,,,
1.653,0.54689146992778,0.748929829365138,,,
1.654,0.53589409174164,0.747627609013113,,,
1.655,0.552788644802737,0.746346998806089,,,
1.656,0.539795921440557,0.745092758442935,,,
1.657,0.544683049390793,0.743869493668511,,,
1.658,0.54525921269328,0.74268163796154,,,
1.659,0.557744910550627,0.741533435403378,,,
1.66,0.56054010118455,0.740428924785,,,
1.661,0.55995374581586,0.739371924999681,,,
1.662,0.5683009589886,0.738366021762199,,,
1.663,0.56274959511739,0.737414555690383,,,
1.664,0.565344962805757,0.736520611779024,,,
1.665,0.57948385510778,0.735687010287818,,,
1.666,0.570645264677576,0.734916299053658,,,
1.667,0.585871932393283,0.73421074722434,,,
1.668,0.555431304365277,0.733572340397987,,,
1.669,0.556892504972467,0.733002777143063,,,
1.67,0.567087658670847,0.732503466869474,,,
1.671,0.551103908672263,0.732075529022114,,,
1.672,0.548870458147317,0.731719793572683,,,
1.673,0.566844427533793,0.731436802790804,,,
1.674,0.560525420509773,0.731226814278416,,,
1.675,0.550311213551286,0.731089805249857,,,
1.676,0.547386869052343,0.731025478033579,,,
1.677,0.56044708299675,0.7310332667607,,,
1.678,0.55722957398311,0.73111234519258,,,
1.679,0.54803654050064,0.731261635625671,,,
1.68,0.56766296164063,0.731479818798505,,,
1.681,0.561031175567973,0.731765344713527,,,
1.682,0.56883266750952,0.732116444277568,,,
1.683,0.561782140473517,0.732531141660391,,,
1.684,0.554950120963253,0.733007267271737,,,
1.685,0.567723585591317,0.733542471262136,,,
1.686,0.58297119013393,0.734134237458344,,,
1.687,0.56869235132013,0.734779897647099,,,
1.688,0.553773437227376,0.735476646119566,,,
1.689,0.530581064921966,0.736221554384544,,,
1.69,0.54301153428024,0.737011585954004,,,
1.691,0.54566861528627,0.73784361110237,,,
1.692,0.54835815110638,0.738714421502394,,,
1.693,0.53498627425165,0.739620744644996,,,
1.694,0.570471695238223,0.740559257956466,,,
1.695,0.542949327563947,0.741526602532656,,,
1.696,0.536405107335866,0.742519396416083,,,
1.697,0.542511953006017,0.743534247349619,,,
1.698,0.55044704084347,0.744567764951139,,,
1.699,0.558679061121553,0.745616572267356,,,
1.7,0.569532409766577,0.746677316680254,,,
1.701,0.568144815594983,0.747746680153223,,,
1.702,0.56627538088744,0.748821388814441,,,
1.703,0.57117155377997,0.749898221881785,,,
1.704,0.577088533175567,0.750974019937686,,,
1.705,0.56804255572876,0.752045692565115,,,
1.706,0.590891671413953,0.753110225358648,,,
1.707,0.545388205030453,0.754164686328542,,,
1.708,0.578628288591483,0.755206231722008,,,
1.709,0.565746962545563,0.756232111293678,,,
1.71,0.55995361874985,0.757239673064835,,,
1.711,0.54492640678321,0.758226367615609,,,
1.712,0.566628803647417,0.759189751954263,,,
1.713,0.525039937148593,0.760127493003218,,,
1.714,0.549376370656857,0.761037370735396,,,
1.715,0.536788044718166,0.761917280990575,,,
1.716,0.5451203166197,0.762765238002766,,,
1.717,0.545788112358453,0.763579376675841,,,
1.718,0.550505649043303,0.764357954652227,,,
1.719,0.549633746155097,0.765099354223185,,,
1.72,0.556891804331867,0.765802084125567,,,
1.721,0.562422819035143,0.766464781259943,,,
1.722,0.564565386202837,0.767086212352774,,,
1.723,0.578809659120637,0.767665275574857,,,
1.724,0.58352818785547,0.768201002120865,,,
1.725,0.566241174545633,0.768692557749188,,,
1.726,0.564176667888067,0.769139244276348,,,
1.727,0.560762512659323,0.769540501016047,,,
1.728,0.558514377600713,0.769895906150359,,,
1.729,0.554953762938203,0.770205178019962,,,
1.73,0.565864239577157,0.770468176321059,,,
1.731,0.553227624234647,0.770684903197634,,,
1.732,0.558821985149443,0.770855504218098,,,
1.733,0.544668303058723,0.770980269224468,,,
1.734,0.549592896140677,0.771059633040506,,,
1.735,0.529360708411827,0.77109417602404,,,
1.736,0.54193160526705,0.771084624448904,,,
1.737,0.549178494560426,0.771031850703068,,,
1.738,0.557995257190377,0.77093687328921,,,
1.739,0.54797792149537,0.770800856609617,,,
1.74,0.57253961079811,0.770625110508193,,,
1.741,0.570410087912853,0.770411089530263,,,
1.742,0.561100797691717,0.770160391848077,,,
1.743,0.560972199888667,0.76987475778836,,,
1.744,0.57162856755356,0.769556067889668,,,
1.745,0.56094610832391,0.769206340413034,,,
1.746,0.565118362739217,0.768827728231172,,,
1.747,0.580198017261737,0.768422515029304,,,
1.748,0.57288727210221,0.767993110763792,,,
1.749,0.554290594421907,0.767542046340628,,,
1.75,0.536625792566927,0.767071967492207,,,
1.751,0.55755976128405,0.766585627845653,,,
1.752,0.555291535072133,0.766085881187845,,,
1.753,0.541919090588877,0.765575672940406,,,
1.754,0.546365890874897,0.765058030862661,,,
1.755,0.533187050058207,0.764536055003715,,,
1.756,0.552057947644707,0.764012906927462,,,
1.757,0.533271260381457,0.763491798236938,,,
1.758,0.544764704251407,0.762975978427268,,,
1.759,0.55184229799664,0.762468722100797,,,
1.76,0.573184151709767,0.761973315585698,,,
1.761,0.55356632933788,0.761493043011176,,,
1.762,0.554947360645053,0.76103117190646,,,
1.763,0.54158859506041,0.760590938403746,,,
1.764,0.564883294324837,0.760175532135598,,,
1.765,0.575161808503556,0.759788080925156,,,
1.766,0.569108162426467,0.75943163537432,,,
1.767,0.566395559708543,0.759109153460567,,,
1.768,0.56306104135327,0.758823485256884,,,
1.769,0.552831880702207,0.758577357891598,,,
1.77,0.555263475043763,0.758373360867117,,,
1.771,0.555877451931753,0.758213931860097,,,
1.772,0.55277064362433,0.758101343129826,,,
1.773,0.535275868476123,0.758037688663895,,,
1.774,0.547669826765373,0.758024872187316,,,
1.775,0.539307625647427,0.758064596151602,,,
1.776,0.543619870885297,0.758158351805119,,,
1.777,0.544768667743473,0.758307410428353,,,
1.778,0.535725521224743,0.758512815800755,,,
1.779,0.535480317452537,0.75877537795121,,,
1.78,0.55862920536692,0.759095668231894,,,
1.781,0.548296150702096,0.759474015744924,,,
1.782,0.564687016439676,0.759910505142573,,,
1.783,0.56233028252557,0.760404975814003,,,
1.784,0.57044858139806,0.760957022462179,,,
1.785,0.58015233081274,0.761565997060761,,,
1.786,0.566201536413713,0.762231012160783,,,
1.787,0.571817444683467,0.762950945492409,,,
1.788,0.551688590150573,0.763724445782116,,,
1.789,0.573094913824323,0.764549939685336,,,
1.79,0.56142549522004,0.765425639722094,,,
1.791,0.552521655131693,0.766349553100352,,,
1.792,0.54340852355615,0.767319491317985,,,
1.793,0.540461294685937,0.768333080447556,,,
1.794,0.534855905798863,0.769387772023728,,,
1.795,0.56294267517332,0.770480854466334,,,
1.796,0.550961698227447,0.771609464978888,,,
1.797,0.539557107476143,0.772770601862358,,,
1.798,0.533777977714013,0.773961137180219,,,
1.799,0.555315755786683,0.775177829707134,,,
1.8,0.566547665522326,0.776417338092853,,,
1.801,0.554637385839273,0.777676234175346,,,
1.802,0.576194941285757,0.778951016382137,,,
1.803,0.559110939151906,0.780238123165311,,,
1.804,0.57411605035186,0.781533946423949,,,
1.805,0.576756154679323,0.782834844877688,,,
1.806,0.575071993535843,0.784137157366114,,,
1.807,0.549406352376193,0.785437216058794,,,
1.808,0.539554010921873,0.786731359567481,,,
1.809,0.560515093417457,0.788015945952925,,,
1.81,0.552711734063797,0.789287365613117,,,
1.811,0.54383216207487,0.790542054030052,,,
1.812,0.54747539290191,0.791776504342064,,,
1.813,0.542960303971173,0.792987279701934,,,
1.814,0.54346541037506,0.79417102537861,,,
1.815,0.542746747526003,0.795324480560902,,,
1.816,0.538968637050883,0.796444489822699,,,
1.817,0.53304948083076,0.797528014209842,,,
1.818,0.55653654120259,0.798572141909152,,,
1.819,0.551970549127683,0.799574098460719,,,
1.82,0.56609777333122,0.800531256475452,,,
1.821,0.577111634090393,0.801441144820081,,,
1.822,0.574868300185587,0.80230145722984,,,
1.823,0.57886503147338,0.803110060304714,,,
1.824,0.571659434844543,0.803865000839336,,,
1.825,0.56607399616714,0.804564512430925,,,
1.826,0.568938436837853,0.805207021305798,,,
1.827,0.575397377864743,0.805791151304375,,,
1.828,0.560157545786133,0.806315727968355,,,
1.829,0.552609154480317,0.806779781683223,,,
1.83,0.5630525326101,0.807182549843784,,,
1.831,0.531210023295443,0.807523478027439,,,
1.832,0.541795701236207,0.807802220175324,,,
1.833,0.556801585418157,0.808018637792629,,,
1.834,0.56462248451272,0.808172798186801,,,
1.835,0.519412243074303,0.808264971768456,,,
1.836,0.524100877945657,0.808295628446956,,,
1.837,0.552337663026117,0.808265433160212,,,
1.838,0.54795944647187,0.808175240583227,,,
1.839,0.580099086571853,0.808026089059632,,,
1.84,0.56145257411611,0.807819193795376,,,
1.841,0.548615610361983,0.807555939348178,,,
1.842,0.583443925366773,0.807237871446187,,,
1.843,0.566083146125393,0.806866688177714,,,
1.844,0.575193033274703,0.806444230609002,,,
1.845,0.57097866674632,0.805972472903204,,,
